"ID","PLOT_ID","X_albers","Y_albers","Site","Forest","fpcAcres","fpcStrataHa","fpc04StrataHaPlot","ForestHaSize","ForestHaSmplSize","dbhThreshcm","PlotSizeAcres","PlotSize","Elev_Class","CC_Class","Stratum","DOM_TYPE","Dom_Type_Label","Secondary_Label","STBIOMSha","logSTBIOMSha","Elev_stddev","Elev_kurtosis","Elev_skewness","Elev_MAD_median","Elev_MAD_mode","Elev_L2","Elev_L3","Elev_L4","Elev_LCV","Elev_Lskewness","Elev_Lkurtosis","Elev_mode","Elev_P01","Elev_P05","Elev_P10","Elev_P30","Elev_P60","Elev_P90","Pct_all_returns_above_ht","all_returns_above_ht_div_Total_first_returns_x_100","pct_all_returns_above_mean","All_returns_above_mode_div_Total_first_returns_x_100","mode_pctAllOver3m","mode_pctAlloverModeDiv1st","P01_pctAllOver3m","P10_pctAllOver3m","P30_pctAllOver3m","P60_pctAllOver3m","P90_pctAllOver3m","logmode","logP01","logP10","logP30","logP60","logP90","logmode_pctAllOver3m","logmode_pctAlloverModeDiv1st","logP01_pctAllOver3m","logP10_pctAllOver3m","logP30_pctAllOver3m","logP60_pctAllOver3m","logP90_pctAllOver3m","R3ERUCODE","elevation","aspect","slope","NDVI_Amp","R3ERUcodeFull","R3ERUlabel","R3ERUlabelName"
1,"0301010010020038_0001",-1198619.267,-309509.8866,"fourFri, P2","Apache",88551,35835.349986,895883.74965,170000,170000,12.75,0.2,"1/10th Acre",3,2,"ASP3_32","PIPO","Ponderosa pine","none",72.3864925025015,4.28201971434076,5.125217,1.742461,-0.159194,4.63,4.939366,2.950254,-0.142464,-0.050307,0.266785,-0.048289,-0.017052,10.079365,2.16,2.87,3.6,7.61,12.96,17.65,34.122347,42.23928,18.668018,26.437375,343.931590069655,266.471952266875,73.70426952,122.8404492,259.67106067,442.22561712,602.25942455,2.31049026462714,0.770108221696074,1.28093384546206,2.02946317187359,2.56186769092413,2.87073578337931,78.8393505497292,61.083297559797,26.2778999682664,43.7084691589009,69.2500465743914,87.4169383178019,97.9562425457855,"PPF",2596,232,4,0.036460377,"Ponderosa pine","G","G. Ponderosa pine"
2,"0301010010020048_0001",-1198000.219,-310700.433,"fourFri, P2","Apache",54410,22018.96526,550474.1315,170000,170000,12.75,0.1,"1/5th Acre",2,1,"ASP3_21","PIPO","Ponderosa pine","none",27.7066566007015,3.32167269481799,5.041291,1.595335,-0.059633,4.54,8.27,2.896548,-0.04303,-0.136982,0.299013,-0.014856,-0.047292,2.01,2.07,2.36,2.79,5.61,11.941999,16.32,20.523683,24.249186,12.26521,27.529852,41.25260283,55.33500252,42.48402381,57.26107557,115.13786163,245.093801862317,334.94650656,0.698134722070984,0.727548607277278,1.02604159583327,1.72455071953461,2.48006151438673,2.79239134953596,14.328295727078,19.2195455746753,14.9319769828503,21.0581524576962,35.3941322851501,50.8999963417732,57.3101548698183,"PPF",2665.8052,313,4,0.044211686,"Ponderosa pine","G","G. Ponderosa pine"
3,"0301010010020061_0001",-1197925.395,-306726.796,"fourFri, P2","Apache",11406,4615.848516,115396.2129,170000,170000,12.75,0.1,"1/10th Acre",1,1,"ASP3_11","PIED",NA,NA,50.948014703574,3.9308057933271,0.935298,2.066129,0.151565,0.76,0.758571,0.538038,0.019036,0.021142,0.149338,0.035381,0.039294,3.668571,2.04,2.18,2.32,3.01,3.87,4.89,19.114471,19.837489,13.228942,13.30905,70.122793990941,48.82519486755,38.99352084,44.34557272,57.53455771,73.97300277,93.46976319,1.29980221294401,0.712949807856125,0.841567185678219,1.10194007876078,1.35325450704169,1.58719230348678,24.8450317050541,17.2991326421825,13.6276584267215,16.0861115651979,21.0630016792107,25.8667440304677,30.3383412564213,"MSG",2526.418,355,5,0.071080383,"Montane, subalpine grassland","A","A. herbaceous and grasslands"
4,"0301010010150003_0001",-1198532.58,-310684.2761,"fourFri, P2","Apache",53706,21734.066316,543351.6579,170000,170000,12.75,0.1,"1/10th Acre",3,1,"ASP3_31","PIPO","Ponderosa pine","none",52.910331601409,3.9685986241693,5.533479,1.879046,0.611023,3.06,2.805397,3.066366,0.623161,-0.042063,0.319527,0.203225,-0.013718,4.524603,2.432,3.53,3.99,5.31,9.03,18.4,23.237777,27.338877,9.1989,22.880573,105.141715527531,103.525509237519,56.514273664,92.71873023,123.39259587,209.83712631,427.5750968,1.50952983849634,0.888713964103921,1.38379123090177,1.66959183525385,2.20055236742889,2.91235066461494,35.0781177618239,34.5389076653936,20.6517369146329,32.1562320382509,38.7976027486496,51.1359451911347,67.6765552901238,"PPF",2680.7393,167,3,0.073400626,"Ponderosa pine","G","G. Ponderosa pine"
5,"0301010010150005_0001",-1197917.729,-311205.1433,"fourFri, P2","Apache",44857,18152.999902,453824.99755,170000,170000,12.75,0.1,"1/10th Acre",2,3,"ASP3_23","PIPO","Ponderosa pine","none",80.0278534094125,4.38237474169526,2.070371,3.036252,0.517552,1.3,1.418889,1.158834,0.116741,0.155521,0.17889,0.10074,0.134205,6.738889,2.4573,3.42,3.94,5.299,6.77,9.37,46.70985,68.121158,22.095414,28.579997,314.77249435665,192.597427403333,114.780114405,184.036809,247.51549515,316.2256845,437.6712945,1.90789507454189,0.899063186207529,1.37118072330984,1.66751812351063,1.91250108692418,2.23751309625033,89.1174927475903,54.5276355067219,41.9951065682758,64.0476459086942,77.8895214214628,89.3326388950656,104.513901098889,"PPF",2692.397,92,10,0.044913657,"Ponderosa pine","G","G. Ponderosa pine"
6,"0301010010150020_0001",-1196727.745,-312959.6158,"fourFri, P2","Apache",105021,42500.528406,1062513.21015,170000,170000,12.75,0.1,"1/10th Acre",3,3,"ASP3_33","PIPO","Ponderosa pine","none",291.587972043295,5.67534175114693,5.956856,2.815685,-0.464761,4.1,4.074921,3.354756,-0.33544,0.357818,0.185085,-0.099989,0.10666,20.154921,3.108,6.49,10.102,15.35,20.33,25.1,49.070796,68.924798,27.389381,28.899938,989.018016787116,582.475967294898,152.512033968,495.713181192,753.2367186,997.60928268,1231.6769796,3.00344847693853,1.1339794325054,2.31273342404586,2.73111547403321,3.01209762764026,3.22286784613774,147.381607508361,86.7994747697178,55.6452734006683,113.487670053736,134.018010278727,147.806028218019,158.148690612784,"PPF",2654.6853,104,9,0.057794332,"Ponderosa pine","G","G. Ponderosa pine"
7,"0301010010160003_0001",-1197734.375,-310526.5682,"fourFri, P2","Apache",105021,42500.528406,1062513.21015,170000,170000,12.75,0.1,"1/10th Acre",3,3,"ASP3_33","PIPO","Ponderosa pine","none",128.907689085654,4.85909655972272,4.424757,2.997422,-0.182517,2.785,3.292382,2.4884,-0.090924,0.331595,0.170413,-0.036539,0.133256,16.827619,3.6861,6.734,8.69,12.55,16,20.043001,50.533049,79.022905,26.235283,25.862569,850.350895480331,435.205457493211,186.2698719189,439.13219581,634.18976495,808.528784,1012.83395164005,2.82302152463527,1.3045689885595,2.1621729392773,2.52972066557779,2.77258872223978,2.99788001550418,142.655885032449,73.0105889693648,65.9238486227576,109.261191086974,127.834498349955,140.10736175779,151.492017719593,"PPF",2654.0974,38,17,0.034355219,"Ponderosa pine","G","G. Ponderosa pine"
8,"0301010010160009_0001",-1197589.399,-311047.0249,"fourFri, P2","Apache",54688,22131.467968,553286.6992,170000,170000,12.75,0.1,"1/10th Acre",2,2,"ASP3_22","PIPO","Ponderosa pine","none",26.9811867640375,3.29513983661865,2.487432,4.384764,1.370189,1.21,1.137143,1.298296,0.376972,0.220306,0.256403,0.290359,0.169688,3.677143,2.0834,2.32,2.59,3.56,4.88,8.91,24.884066,28.150247,11.194584,22.704858,91.502269103438,83.489009660694,51.8434631044,64.44973094,88.58727496,121.43424208,221.71702806,1.30213609196271,0.734001174568211,0.951657875711446,1.26976054486394,1.58514521986506,2.18717424148272,32.402440453382,29.5648150646882,18.2649336720329,23.6811173886234,31.5968052025902,39.4448582707066,54.4257881785559,"PPF",2682.1824,98,12,0.032351222,"Ponderosa pine","G","G. Ponderosa pine"
9,"0301010010180008_0001",-1195974.975,-313539.0912,"fourFri, P2","Apache",105021,42500.528406,1062513.21015,170000,170000,12.75,0.1,"1/5th Acre",3,3,"ASP3_33","PIPO","Ponderosa pine","none",207.608054428767,5.33565194836555,6.438088,2.683508,-0.634107,4.15,3.972063,3.601672,-0.543953,0.356329,0.208061,-0.151028,0.098934,21.162063,2.6061,3.88,6.931,14.873,20.18,24.359001,49.305361,73.844052,28.157452,25.336276,1043.40315571974,536.167868897388,128.4947013021,341.735457091,733.318634153,994.98218498,1201.02933790436,3.05221009751185,0.957854850951848,1.93600410293585,2.69954748861046,3.00469201492546,3.19290143214855,150.490320705667,77.331637440547,47.227379211782,95.4553811927331,133.102163462582,148.147424489717,157.427157749501,"PPF",2649.1362,75,4,0.054327568,"Ponderosa pine","G","G. Ponderosa pine"
10,"0301010010260001_0001",-1203903.196,-315620.3554,"fourFri, P2","Apache",54688,22131.467968,553286.6992,170000,170000,12.75,0.2,"1/10th Acre",2,2,"ASP3_22","PIPO","Ponderosa pine","none",24.6896537205768,3.20638427817072,2.031604,2.729708,-0.01748,1.4,1.511905,1.152385,-0.002644,0.130918,0.152374,-0.002294,0.113606,6.658095,3.0832,4.104,4.95,6.51,8.07,10.231999,27.653016,35.834522,14.156759,24.25107,184.11640756452,161.46592791165,85.2597789312,136.8824292,180.02113416,223.15983912,282.945632058984,1.89583340760015,1.12596801867797,1.5993875765806,1.87333945622048,2.08815348228186,2.32551996654393,52.4255115537015,45.9759886760498,31.1364116359901,44.2278902453845,51.8034859562962,57.7437416559959,64.3076408431589,"PPF",2638.5952,149,6,0.060831226,"Ponderosa pine","G","G. Ponderosa pine"
